input_text,target_text
I don't want one.,Bir tane istemiyorum.
I don't want tea.,Çay istemiyorum.
I don't want you.,Seni istemiyorum.
I don't watch TV.,TV izlemem.
I drank the wine.,Ben şarabı içtim.
I drank the wine.,Şarabı içtim.
I drank too much.,Ben fazla içki içtim.
I drink a little.,Ben biraz içerim.
"I drink tea, too.",Ben de çay içerim.
I drink to relax.,Rahatlamak için içerim.
I drive a hybrid.,Bir hibrit sürerim.
I eat everything.,Her şeyi yerim.
I enjoy swimming.,Ben yüzmekten zevk alırım.
I enjoyed myself.,Eğlendim.
I excused myself.,Ben izin istedim.
I expect to come.,Ben gelmeyi umuyorum.
I expected worse.,Daha kötüsünü bekliyordum.
I face a dilemma.,Ben bir ikilemle karşı karşıyayım.
I failed my exam.,Sınavımda başarısız oldum.
I fed the horses.,Atları besledim.
I feel all right.,İyi hissediyorum.
I feel bad today.,Bugün kötü hissediyorum.
I feel confident.,Ben emin hissediyorum.
I feel connected.,Bağlı hissediyorum.
I feel depressed.,Ben depresif hissediyorum.
I feel different.,Farklı hissediyorum.
I feel empowered.,Güçlenmiş hissediyorum.
I feel fantastic.,Harika hissediyorum.
I feel flattered.,Ben gururu okşanmış hissediyorum.
I feel good here.,Kendimi burada iyi hissediyorum.
I feel great now.,Şimdi harika hissediyorum.
I feel important.,Önemli hissediyorum.
I feel just fine.,Ben tam iyi hissediyorum.
I feel lethargic.,Ben uyuşuk hissediyorum.
I feel marvelous.,Ben harika hissediyorum.
I feel powerless.,Ben güçsüz hissediyorum.
I feel protected.,Korumalı hissediyorum.
I feel quite bad.,Oldukça kötü hissediyorum.
I feel refreshed.,Yenilenmiş hissediyorum.
I feel safe here.,Burada güvenli hissediyorum.
I feel so lonely.,Çok yalnız hissediyorum.
I feel so lonely.,Yapayalnız hissediyorum.
I feel so pretty.,Çok hoş hissediyorum.
I feel something.,Ben bir şey hissediyorum.
I feel very cold.,Ben çok üşümüş hissediyorum.
I feel very good.,Çok iyi hissediyorum.
I feel very sick.,Ben çok hasta hissediyorum.
I feel wonderful.,Harika hissediyorum.
I feel your pain.,Acını hissediyorum.
I fell backwards.,Geriye düştüm.
I felt all alone.,Kendimi tamamen yalnız hissettim.
I felt all right.,Ben iyi hissettim.
I felt depressed.,Depresyona girmiş hissettim.
I felt fantastic.,Ben harika hissettim.
I felt neglected.,İhmal edilmiş hissettim.
I felt powerless.,Ben güçsüz hissettim.
I felt terrified.,Dehşete kapılmış hissettim.
I felt very safe.,Ben kendimi çok güvende hissettim.
I felt wonderful.,Harika hissettim.
I figured it out.,Bunu anladım.
I filled the cup.,Fincanı doldurdum.
I finally got it.,Sonunda anladım.
I finished first.,Önce ben bitirdim.
I finished first.,İlk ben bitirdim.
I finished third.,Ben üçüncü bitirdim.
I flew to Boston.,Boston'a uçtum.
I follow the law.,Kanunlara uyarım.
I forgot my name.,Adımı unuttum.
I forgot the map.,Ben haritayı unuttum.
I forgot to call.,Aramayı unuttum.
I forgot to call.,Telefon etmeyi unuttum.
I found her kind.,Onu nazik buldum.
I found him kind.,Onu kibar buldum.
I found it funny.,Bunu eğlenceli buldum.
I found it later.,Bunu daha sonra buldum.
I found it there.,Onu orada buldum.
I found my shoes.,Ayakkabılarımı buldum.
I found somebody.,Birini buldum.
I found the keys.,Anahtarları buldum.
I found the leak.,Sızıntıyı buldum.
I found this one.,Ben bunu buldum.
I found your cap.,Ben senin kepini buldum.
I gave Tom a hug.,Tom'a sarıldım.
I gave Tom a job.,Tom'a bir iş verdim.
I gave it a shot.,Onu denedim.
I gave it my all.,Canımı dişime taktım.
I gave it to Tom.,Onu Tom'a verdim.
I gave my notice.,Ben istifa ettim.
I gave up my job.,İşimden vazgeçtim.
I gave up on Tom.,Tom'dan umudumu kestim.
I get paid a lot.,Bana çok ödeme yapılır.
I get that a lot.,Onu çok alıyorum.
I get up at 6:30.,06:30'da kalkarım.
I get up at 7:00.,Saat yedide kalkarım.
I get your drift.,Kastettiğini anlıyorum.
I glanced around.,Etrafa bakındı.
I go to the park.,Parka giderim.
I got a flu shot.,Bir grip aşısı yaptırdım.
I got a good one.,İyi bir tane aldım.
I got beat twice.,İki kere vurdum.
I got distracted.,Dikkatim dağılmıştı.
I got goosebumps.,Tüylerim diken diken oldu.
I got her a doll.,Ona bir oyuncak aldım.
I got here early.,Ben buraya erken geldim.
I got here first.,Buraya ilk ben vardım.
I got home early.,Eve erken gittim.
I got home first.,Önce eve geldim.
I got hurt today.,Bugün incindim.
I got in the cab.,Taksiye bindim.
I got in the car.,Arabaya bindim.
I got mad at Tom.,Tom'a kızdım.
I got my license.,Ehliyetimi aldım.
I got on the bus.,Ben otobüse bindim.
I got one for us.,Bizim için bir tane aldım.
I got paid today.,Bugün maaşımı aldım.
I got really mad.,Ben gerçekten çok kızdım.
I got really mad.,Gerçekten çılgına dönmüştüm.
I got suspicious.,Ben kuşkulandım.
I got up at 6:30.,Ben saat 6.30'da kalktım.
I got up quickly.,Çabuk kalktım.
I got very angry.,Ben çok kızgındım.
I got very bored.,Çok sıkıldım.
I got very drunk.,Çok sarhoş oldum.
I got very lucky.,Çok şanslıydım.
I got you a gift.,Sana bir hediye aldım.
I got your texts.,Senin metinleri aldım.
I grew desperate.,Umutsuz büyüdüm.
I guess we could.,Sanırım başarabildik.
I had a bad cold.,Ben kötü soğuk almışım.
I had a blackout.,Benim hafıza kaybım vardı.
I had a flu shot.,Ben grip aşısı oldum.
I had a good cry.,İyi bir çığlığım vardı.
I had a good job.,Benim iyi bir işim vardı.
I had a hard day.,Zor bir gün geçirdim.
I had a headache.,Başım ağrıyordu.
I had a huge dog.,Büyük bir köpeğim var.
I had my reasons.,Kendimce nedenlerim vardı.
I had to be sure.,Emin olmak zorundaydım.
I had to do that.,Onu yapmak zorundaydım.
I had to go back.,Geri gitmek zorunda kaldım.
I had to go home.,Eve gitmek zorunda kaldım.
I had to see Tom.,Ben Tom'u görmek zorundaydım.
I had to see you.,Seni görmek zorundaydım.
I had work to do.,Yapacak işim vardı.
I hadn't noticed.,Fark etmemiştim.
I hate Halloween.,Cadılar Bayramından nefret ediyorum.
I hate all music.,Tüm müziklerden nefret ediyorum.
I hate arguments.,Tartışmalardan nefret ederim.
I hate asparagus.,Kuşkonmazdan nefret ediyorum.
I hate being old.,Yaşlı olmaktan nefret ediyorum.
I hate chemistry.,Ben kimyadan nefret ederim.
I hate computers.,Bilgisayarlardan nefret ediyorum.
I hate elevators.,Ben asansörlerden nefret ediyorum.
I hate everybody.,Herkesten nefret ediyorum.
I hate fireworks.,Havai fişeklerden nefret ediyorum.
I hate hospitals.,Hastanelerden nefret ediyorum.
I hate hypocrisy.,Ben ikiyüzlülükten nefret ederim.
I hate my sister.,Kız kardeşimden nefret ediyorum.
I hate paperwork.,Bürokrasiden nefret ediyorum.
I hate surprises.,Sürprizlerden nefret ediyorum.
I hate teenagers.,Gençlerden nefret ediyorum.
I hate terrorism.,Terörizmden nefret ediyorum.
I hate that book.,O kitaptan nefret ediyorum.
I hate that idea.,O fikirden nefret ediyorum.
I hate that song.,O şarkıdan nefret ediyorum.
I hate that word.,O sözden nefret ediyorum.
I hate the rules.,Kurallardan nefret ederim.
I hate this city.,Bu şehirden nefret ederim.
I hate this game.,Bu oyundan nefret ediyorum.
I hate this song.,Bu şarkıdan nefret ediyorum.
I hate this town.,Bu şehirden nefret ediyorum.
I hate traveling.,Ben seyahat etmekten nefret ediyorum.
I hate your guts.,Senin atılganlığından nefret ediyorum.
I hated the idea.,Fikirden nefret ettim.
I have Tom's key.,Tom'un anahtarı bende.
I have a bicycle.,Bir bisikletim var.
I have a big dog.,Büyük bir köpeğim var.
I have a brother.,Bir erkek kardeşim var.
I have a comment.,Bir yorumum var.
I have a diploma.,Bir diplomam var.
I have a fake ID.,Sahte bir kimliğim var.
I have a grenade.,Benim bir el bombam var.
I have a hot tub.,Benim sıcak bir küvetim var.
I have a husband.,Bir kocam var.
I have a license.,Bir lisansım var.
I have a message.,Bir mesajım var.
I have a new car.,Benim yeni bir arabam var.
I have a new job.,Benim yeni bir işim var.
I have a problem.,Bir sorunum var.
I have a receipt.,Bir makbuzum var.
I have a red car.,Kırmızı bir arabam var.
I have a request.,Bir talebim var.
I have a scooter.,Bir küçük motosikletim var.
I have a toaster.,Bir tost makinem var.
I have a trailer.,Bir fragmanım var.
I have a website.,Bir web sitem var.
I have allergies.,Allerjilerim var.
I have an excuse.,Bir mazeretim var.
I have arthritis.,Artritim var.
I have asked him.,Ona sordum.
I have bad knees.,Benim kötü dizlerim var.
I have been busy.,Ben meşgulüm.
I have big hands.,Benim büyük ellerim var.
I have blue eyes.,Mavi gözlerim var.
I have dark hair.,Koyu renk saçlarım var.
I have done that.,Onu yaptım.
I have few books.,Birkaç kitabım var.
I have few books.,Bende az kitap var.
I have flat feet.,Düz ayaklarım var.
I have flat feet.,Ben düz tabanım.
I have forgotten.,Unuttum.
I have good ears.,İyi kulaklarım var.
I have good eyes.,İyi gözlerim var.
I have good kids.,İyi çocuklarım var.
I have good news.,İyi haberim var.
I have gray hair.,Gri saçım var.
I have hay fever.,Saman nezlem var.
I have heartburn.,Midem ekşidi.
I have insurance.,Sigortam var.
I have jury duty.,Jüri görevim var.
I have long hair.,Uzun saçlarım var.
I have long legs.,Uzun bacaklarım var.
I have my doubts.,Benim şüphelerim var.
I have my health.,Sağlığım yerinde.
I have my limits.,Benim sınırlarım var.
I have my orders.,Benim emirlerim var.
I have my things.,Benim işlerim var.
I have no choice.,Seçeneğim yok.
I have no doubts.,Benim hiçbir şüphem yok.
I have no energy.,Hiç enerjim yok.
I have no excuse.,Benim hiçbir mazeretim yok.
I have no family.,Ailem yok.
I have no future.,Benim bir geleceğim yok.
I have one child.,Bir çocuğum var.
I have pneumonia.,Zatürre oldum.
I have questions.,Sorularım var.
I have some food.,Biraz yiyeceğim var.
I have some news.,Biraz haberim var.
I have some news.,Bazı haberlerim var.
I have some pens.,Bazı kalemlerim var.
I have some time.,Biraz boş zamanım var.
I have something.,Bir şeyim var.
I have sore feet.,Ayaklarım ağrıyor.
I have standards.,Standartlarım var.
I have the money.,Param var.
I have the video.,Benim videom var.
I have the video.,Video bende var.
I have to cancel.,İptal etmeliyim.
I have to change.,Değiştirmek zorundayım.
I have to escape.,Kaçmak zorundayım.
I have to escape.,Kaçmalıyım.
I have to escape.,Kaçmam gerekiyor.
I have to fix it.,Onu tamir etmek zorundayım.
I have to go now.,Şimdi gitmek zorundayım.
I have to go out.,Dışarı çıkmalıyım.
I have to say no.,Hayır demek zorundayım.
I have to shower.,Duş almak zorundayım.
I have to try it.,Bunu denemek zorundayım.
I have turned 20.,Ben yirmiyi geçtim.
I have two books.,Benim iki kitabım var.
I have two books.,İki kitabım var.
I have wavy hair.,Dalgalı saçlarım var.
I have your coat.,Ceketin bende.
I have your file.,Dosyan bende.
I haven't got it.,Buna sahip değilim.
I hear he is ill.,Ben onun hasta olduğunu duyuyorum.
I hear it's nice.,Onun hoş olduğunu duyuyorum.
I hear something.,Bir şey duyuyorum.
I hear the phone.,Ben telefonu duyuyorum.
I heard Tom gasp.,Tom'un nefesini duydum.
I heard a scream.,Bir çığlık duydum.
I heard about it.,Onun hakkında duydum.
I heard coughing.,Öksürük duydum.
I heard from Tom.,Tom'dan haber aldım.
I heard gunshots.,Silah sesleri duydum.
I heard it on TV.,Onu TV'de duydum.
I heard the bell.,Zili duydum.
I heartily agree.,Yürekten katılıyorum.
I held my breath.,Nefesimi tuttum.
I help Tom a lot.,Ben Tom'a çok yardım ederim.
I helped Tom win.,Tom'un kazanmasına yardımcı oldum.
I hit on an idea.,Aklıma bir fikir geldi.
I hit the target.,Hedefi vurdum.
I hope I succeed.,Umarım başarılı olurum.
I hope I survive.,Umarım hayatta kalırım.
I hope Tom comes.,Tom'un geleceğini umuyorum.
I hope Tom is OK.,Tom'un iyi olduğunu umuyoruz.
I hope Tom knows.,Tom'un bildiğini umuyorum.
I hope Tom loses.,Umarım Tom kaybeder.
I hope it's good.,Umarım o iyidir.
I hope it's over.,Onun bittiğini umuyorum.
I hope it's safe.,Bunun güvenilir olduğunu umarım.
I hope it's true.,Umarım doğrudur.
I hope to attend.,Katılmayı umuyorum.
I hope you agree.,Katıldığını umuyorum.
I hope you're OK.,Umarım iyisin.
I hung up on Tom.,Ben Tom'a kafayı taktım.
I inhaled deeply.,Derinden soludum.
I injured myself.,Kendimi yaraladım.
I insist on that.,Bu konuda ısrar ediyorum.
I intend to come.,Ben gelmeyi düşünüyorum.
I intend to quit.,Bırakmayı düşünüyorum.
I jumped for joy.,Ben sevinçten zıpladım.
I just ate lunch.,Sadece öğle yemeği yedim.
I just fired Tom.,Az önce Tom'u kovdum.
I just got a job.,Az önce bir işe girdim.
I just got fired.,Az önce kovuldum.
I just hate them.,Sadece onlardan nefret ediyorum.
I just heard Tom.,Az önce Tom'u duydum.
I just love that.,Sadece onu seviyorum.
I just need time.,Benim sadece zamana ihtiyacım var.
I just opened it.,Onu az önce açtım.
I just said that.,Ben sadece onu söyledim.
I just sat there.,Sadece oraya oturdum.
I just walked in.,Ben sadece içeri girdim.
I just work here.,Sadece burada çalışıyorum.
I keep a journal.,Ben bir günlük tutuyorum.
I kept screaming.,Çığlık atmaya devam ettim.
I kept shoveling.,Küremeye devam ettim.
I kept the money.,Ben parayı sakladım.
I kept to myself.,İçime kapandım.
I kept whistling.,Islık çalmaya devam ettim.
I kicked the dog.,Köpeğe tekme attım.
I knew the risks.,Ben riskleri biliyordum.
I knew you'd cry.,Ağlayacağını biliyordum.
I know I can win.,Kazanabileceğimi biliyorum.
I know I'm early.,Erken geldiğimi biliyorum.
I know I'm right.,Haklı olduğumu biliyorum.
I know I'm wrong.,Hatalı olduğumu biliyorum.
I know about Tom.,Tom'u biliyorum.
I know about you.,Ben senin hakkında biliyorum.
I know how it is.,Bunun nasıl olduğunu biliyorum.
I know it myself.,Onu bizzat kendim biliyorum.
I know it's cold.,Soğuk olduğunu biliyorum.
I know it's hard.,Bunun zor olduğunu biliyorum.
I know it's over.,Bunun bittiğini biliyorum.
I know it's true.,Ben bunun doğru olduğunu biliyorum.
I know my rights.,Haklarımı biliyorum.
I know only this.,Ben sadece bunu biliyorum.
I know that girl.,O kızı tanıyorum.
I know that look.,O bakışı biliyorum.
I know that much.,Ben onu çok biliyorum.
"I know that, Tom.","Onu tanıyorum, Tom"
I know the drill.,Ne yapılacağını biliyorum.
I know the owner.,Sahibini tanıyorum.
I know the risks.,Riskleri biliyorum.
I know the rules.,Kuralları biliyorum.
I know the score.,Ben skoru biliyorum.
I know the truth.,Ben gerçeği biliyorum.
I know this area.,Bu alanı biliyorum.
I know this joke.,Bu espriyi biliyorum.
I know this song.,Bu şarkıyı biliyorum.
I know what's up.,Ne olduğunu biliyorum.
I know who he is.,Onun kim olduğunu biliyorum.
I know who he is.,Kim olduğunu biliyorum.
I know who it is.,Onun kim olduğunu biliyorum.
I know you tried.,Denediğini biliyorum.
I know your face.,Yüzünü biliyorum.
I know your kind.,Ben senin türünü biliyorum.
I know your name.,Adını biliyorum.
I know your type.,Senin tipini biliyorum.
I laughed at Tom.,Tom'a güldüm.
I lay on my face.,Yüzüstü uzandım.
I leaned forward.,Ben öne doğru eğildim.
I leave tomorrow.,Yarın gideceğim.
I led the attack.,Saldırıyı ben yönettim.
I left Tom alone.,Tom'u yalnız bıraktım.
I left a message.,Bir mesaj bıraktım.
I left the house.,Evi terk ettim.
I left too early.,Çok erken ayrıldım.
I let in the cat.,Kediyi içeri aldım.
I let the cat in.,Ben kedinin içeri girmesine izin verdim.
I lifted the box.,Kutuyu kaldırdım.
I lifted the lid.,Ben kapağı kaldırdım.
I like Australia.,Avustralya'yı beğeniyorum.
I like Saturdays.,Cumartesi günlerini seviyorum.
I like Tom a lot.,Tom'u çok seviyorum.
I like astrology.,Ben astrolojiyi seviyorum.
I like brunettes.,Ben esmerleri seviyorum.
I like chocolate.,Çikolatayı severim.
I like corn dogs.,Mısır ekmeğinde sosisli sandvici severim.
"I like dogs, too.",Ben de köpekleri seviyorum.
I like elephants.,Ben filleri severim.
I like fresh air.,Ben temiz havayı severim.
I like gardening.,Bahçıvanlığı severim.
I like green tea.,Yeşil çayı seviyorum.
I like her a lot.,Ben ondan çok hoşlanıyorum.
I like her a lot.,Ben onu çok beğeniyorum.
I like her novel.,Onun romanını seviyorum.
I like his music.,Ben onun müziğini seviyorum.
I like hot curry.,Sıcak köriyi severim.
I like ice cream.,Dondurmayı severim.
I like junk food.,Abur cuburu severim.
I like languages.,Dilleri severim.
I like languages.,Dilleri seviyorum.
I like math best.,En çok matematiği severim.
I like my school.,Okulumu seviyorum.
I like mysteries.,Gizemleri seviyorum.
I like pop music.,Pop müzikten hoşlanıyorum.
I like red roses.,Ben kırmızı gülleri severim.
I like spaghetti.,Spagettiyi seviyorum.
I like surprises.,Sürprizleri seviyorum.
I like that idea.,O fikri seviyorum.
I like that song.,O şarkıyı seviyorum.
"I like that, too.",Ben de onu seviyorum.
I like the beach.,Ben plajı seviyorum.
I like the ocean.,Okyanusu seviyorum.
I like them both.,Onların her ikisini de seviyorum.
I like these two.,Bu ikisini seviyorum.
I like this best.,En çok bunu seviyorum.
I like this book.,Bu kitabı seviyorum.
I like this club.,Bu kulübü seviyorum.
I like this game.,Bu oyunu seviyorum.
I like this part.,Bu kısmı beğeniyorum.
I like this room.,Bu odayı seviyorum.
I like this song.,Bu şarkıyı seviyorum.
I like this town.,Bu kasabayı seviyorum.
I like to travel.,Seyahat etmeyi severim.
I like traveling.,Seyahat etmeyi severim.
I like what I do.,Yaptığımı seviyorum.
I like your dogs.,Köpeklerini seviyorum.
I like your hair.,Saçından hoşlanıyorum.
I like your hair.,Saçını seviyorum.
